,Rk,G,Date,Age,Tm,LOC,Opp,RES,GS,MP,FG,FGA,FG%,3P,3PA,3P%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,GmSc,+/-,EVAL,SEASON
284,49,47.0,2020-02-01,27,UTA,away,POR,-17,1,1924.0,1.0,4.0,0.25,0.0,0.0,0.0,4.0,4.0,1.0,4.0,7.0,11.0,2.0,1.0,3.0,1.0,4.0,6.0,10.4,-14.0,19.0,2019-2020
285,50,48.0,2020-02-05,27,UTA,home,DEN,-3,1,2332.0,7.0,10.0,0.7,0.0,0.0,0.0,2.0,4.0,0.5,4.0,10.0,14.0,0.0,0.0,1.0,1.0,2.0,16.0,15.7,-2.0,25.0,2019-2020
286,51,49.0,2020-02-07,27,UTA,home,POR,3,1,2104.0,7.0,9.0,0.778,0.0,0.0,0.0,2.0,6.0,0.333,5.0,9.0,14.0,2.0,0.0,1.0,3.0,3.0,16.0,15.0,-5.0,24.0,2019-2020
287,52,50.0,2020-02-09,27,UTA,away,HOU,1,1,2216.0,3.0,6.0,0.5,0.0,0.0,0.0,6.0,8.0,0.75,4.0,11.0,15.0,0.0,1.0,1.0,1.0,0.0,12.0,15.0,-6.0,23.0,2019-2020
288,53,51.0,2020-02-10,27,UTA,away,DAL,4,1,2155.0,7.0,7.0,1.0,0.0,0.0,0.0,3.0,5.0,0.6,2.0,13.0,15.0,1.0,0.0,1.0,2.0,5.0,17.0,16.8,-6.0,30.0,2019-2020
289,54,52.0,2020-02-12,27,UTA,home,MIA,15,1,2195.0,7.0,12.0,0.583,0.0,0.0,0.0,2.0,2.0,1.0,5.0,15.0,20.0,1.0,0.0,2.0,2.0,3.0,16.0,17.3,25.0,32.0,2019-2020
290,55,53.0,2020-02-21,27,UTA,home,SAS,-9,1,2279.0,7.0,8.0,0.875,0.0,0.0,0.0,4.0,7.0,0.571,1.0,13.0,14.0,2.0,0.0,1.0,5.0,4.0,18.0,14.1,-6.0,26.0,2019-2020
291,56,54.0,2020-02-22,27,UTA,home,HOU,-10,1,2022.0,3.0,7.0,0.429,0.0,0.0,0.0,6.0,9.0,0.667,1.0,5.0,6.0,0.0,0.0,2.0,0.0,2.0,12.0,9.9,-12.0,13.0,2019-2020
292,57,55.0,2020-02-24,27,UTA,home,PHO,-20,1,2201.0,3.0,5.0,0.6,0.0,0.0,0.0,7.0,8.0,0.875,0.0,8.0,8.0,2.0,1.0,1.0,1.0,3.0,13.0,13.6,-12.0,21.0,2019-2020
293,58,56.0,2020-02-26,27,UTA,home,BOS,-11,1,2092.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,0.5,5.0,4.0,9.0,3.0,1.0,2.0,4.0,4.0,9.0,11.0,-13.0,19.0,2019-2020
294,59,57.0,2020-02-28,27,UTA,home,WAS,10,1,2077.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,4.0,0.25,1.0,8.0,9.0,0.0,3.0,4.0,3.0,3.0,9.0,11.3,-16.0,19.0,2019-2020
295,60,58.0,2020-03-02,27,UTA,away,CLE,13,1,2022.0,8.0,9.0,0.889,0.0,0.0,0.0,4.0,4.0,1.0,2.0,7.0,9.0,1.0,2.0,5.0,2.0,2.0,20.0,23.8,20.0,34.0,2019-2020
296,61,59.0,2020-03-04,27,UTA,away,NYK,8,1,2064.0,7.0,8.0,0.875,0.0,0.0,0.0,4.0,5.0,0.8,4.0,10.0,14.0,1.0,0.0,2.0,1.0,4.0,18.0,20.1,14.0,32.0,2019-2020
297,62,60.0,2020-03-06,27,UTA,away,BOS,5,1,1963.0,4.0,4.0,1.0,0.0,0.0,0.0,1.0,2.0,0.5,0.0,7.0,7.0,2.0,0.0,3.0,2.0,4.0,9.0,9.4,-20.0,18.0,2019-2020
298,63,61.0,2020-03-07,27,UTA,away,DET,6,1,2107.0,2.0,3.0,0.667,0.0,0.0,0.0,6.0,10.0,0.6,3.0,9.0,12.0,3.0,3.0,2.0,0.0,5.0,10.0,16.4,7.0,25.0,2019-2020
299,64,62.0,2020-03-09,27,UTA,home,TOR,-9,1,1891.0,1.0,4.0,0.25,0.0,0.0,0.0,4.0,6.0,0.667,1.0,3.0,4.0,0.0,2.0,1.0,0.0,5.0,6.0,5.1,-22.0,8.0,2019-2020
300,65,63.0,2020-07-30,28,UTA,away,NOP,2,1,2022.0,5.0,9.0,0.556,0.0,0.0,0.0,4.0,5.0,0.8,2.0,10.0,12.0,0.0,0.0,3.0,3.0,3.0,14.0,11.6,8.0,21.0,2019-2020
301,66,64.0,2020-08-01,28,UTA,away,OKC,-16,1,1723.0,5.0,6.0,0.833,0.0,0.0,0.0,0.0,2.0,0.0,2.0,5.0,7.0,0.0,2.0,2.0,0.0,4.0,10.0,11.7,-14.0,18.0,2019-2020
302,67,65.0,2020-08-03,28,UTA,home,LAL,-8,1,2016.0,6.0,6.0,1.0,0.0,0.0,0.0,4.0,5.0,0.8,2.0,11.0,13.0,2.0,0.0,1.0,2.0,5.0,16.0,16.6,-8.0,29.0,2019-2020
303,68,66.0,2020-08-05,28,UTA,home,MEM,9,1,2215.0,5.0,9.0,0.556,0.0,0.0,0.0,11.0,12.0,0.917,5.0,11.0,16.0,1.0,2.0,3.0,2.0,1.0,21.0,25.5,21.0,36.0,2019-2020
304,69,-1.0,2020-08-07,28,UTA,away,SAS,-8,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2019-2020
305,70,67.0,2020-08-08,28,UTA,away,DEN,-2,1,2469.0,9.0,16.0,0.563,0.0,0.0,0.0,4.0,8.0,0.5,6.0,7.0,13.0,2.0,0.0,1.0,3.0,6.0,22.0,15.8,4.0,24.0,2019-2020
306,71,68.0,2020-08-10,28,UTA,home,DAL,-8,1,978.0,3.0,5.0,0.6,0.0,0.0,0.0,3.0,4.0,0.75,2.0,3.0,5.0,3.0,0.0,1.0,0.0,0.0,9.0,11.4,12.0,15.0,2019-2020
307,72,-1.0,2020-08-13,28,UTA,home,SAS,6,Inactive,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2019-2020
308,1,1.0,2016-10-25,24,UTA,away,POR,-9,1,2457.0,4.0,7.0,0.571,0.0,0.0,0.0,4.0,4.0,1.0,4.0,10.0,14.0,2.0,0.0,2.0,3.0,3.0,12.0,13.1,7.0,24.0,2016-2017
309,2,2.0,2016-10-28,24,UTA,home,LAL,7,1,1912.0,4.0,9.0,0.444,0.0,0.0,0.0,5.0,8.0,0.625,6.0,7.0,13.0,1.0,0.0,4.0,1.0,2.0,13.0,15.1,11.0,22.0,2016-2017
310,3,3.0,2016-10-30,24,UTA,away,LAC,-13,1,1567.0,3.0,4.0,0.75,0.0,0.0,0.0,2.0,2.0,1.0,2.0,7.0,9.0,3.0,0.0,2.0,4.0,3.0,8.0,8.2,-17.0,17.0,2016-2017
311,4,4.0,2016-11-01,24,UTA,away,SAS,15,1,2002.0,1.0,4.0,0.25,0.0,0.0,0.0,4.0,6.0,0.667,2.0,10.0,12.0,1.0,0.0,0.0,2.0,4.0,6.0,4.3,10.0,12.0,2016-2017
312,5,5.0,2016-11-02,24,UTA,home,DAL,16,1,1370.0,3.0,5.0,0.6,0.0,0.0,0.0,6.0,14.0,0.429,4.0,8.0,12.0,1.0,2.0,3.0,1.0,5.0,12.0,13.5,22.0,19.0,2016-2017
313,6,6.0,2016-11-04,24,UTA,home,SAS,-14,1,1769.0,2.0,2.0,1.0,0.0,0.0,0.0,1.0,4.0,0.25,2.0,6.0,8.0,1.0,0.0,0.0,2.0,2.0,5.0,4.3,-12.0,9.0,2016-2017
314,7,7.0,2016-11-06,24,UTA,away,NYK,5,1,2003.0,5.0,6.0,0.833,0.0,0.0,0.0,3.0,4.0,0.75,2.0,6.0,8.0,1.0,1.0,3.0,0.0,6.0,13.0,15.0,11.0,24.0,2016-2017
315,8,8.0,2016-11-07,24,UTA,away,PHI,25,1,1210.0,3.0,4.0,0.75,0.0,0.0,0.0,2.0,5.0,0.4,0.0,6.0,6.0,0.0,1.0,3.0,2.0,6.0,8.0,5.7,20.0,12.0,2016-2017
316,9,9.0,2016-11-09,24,UTA,away,CHO,-6,1,1817.0,2.0,4.0,0.5,0.0,0.0,0.0,3.0,4.0,0.75,5.0,6.0,11.0,1.0,1.0,3.0,2.0,3.0,7.0,10.5,-6.0,18.0,2016-2017
317,10,10.0,2016-11-11,24,UTA,away,ORL,13,1,2060.0,6.0,9.0,0.667,0.0,0.0,0.0,1.0,2.0,0.5,6.0,7.0,13.0,1.0,1.0,3.0,1.0,1.0,13.0,17.4,21.0,26.0,2016-2017
318,11,11.0,2016-11-12,24,UTA,away,MIA,11,1,1984.0,3.0,6.0,0.5,0.0,0.0,0.0,6.0,8.0,0.75,2.0,10.0,12.0,0.0,2.0,2.0,1.0,5.0,12.0,13.0,22.0,22.0,2016-2017
319,12,12.0,2016-11-14,24,UTA,home,MEM,-6,1,1313.0,2.0,3.0,0.667,0.0,0.0,0.0,2.0,2.0,1.0,0.0,5.0,5.0,2.0,1.0,1.0,2.0,5.0,6.0,5.3,10.0,12.0,2016-2017
320,13,13.0,2016-11-17,24,UTA,home,CHI,-8,1,2431.0,7.0,9.0,0.778,0.0,0.0,0.0,2.0,2.0,1.0,5.0,8.0,13.0,1.0,0.0,3.0,2.0,0.0,16.0,19.2,2.0,29.0,2016-2017
321,14,14.0,2016-11-19,24,UTA,away,HOU,-9,1,2121.0,5.0,7.0,0.714,0.0,0.0,0.0,2.0,3.0,0.667,2.0,12.0,14.0,1.0,2.0,4.0,2.0,1.0,12.0,16.8,-7.0,28.0,2016-2017
322,15,15.0,2016-11-20,24,UTA,away,DEN,-14,1,1568.0,3.0,7.0,0.429,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,7.0,1.0,0.0,2.0,0.0,4.0,6.0,6.1,-20.0,12.0,2016-2017
323,16,16.0,2016-11-23,24,UTA,home,DEN,25,1,1925.0,6.0,8.0,0.75,0.0,0.0,0.0,7.0,12.0,0.583,2.0,11.0,13.0,0.0,0.0,2.0,2.0,2.0,19.0,17.1,17.0,25.0,2016-2017
324,17,17.0,2016-11-25,24,UTA,home,ATL,27,1,1750.0,2.0,2.0,1.0,0.0,0.0,0.0,6.0,7.0,0.857,0.0,10.0,10.0,1.0,0.0,5.0,1.0,3.0,10.0,14.0,25.0,24.0,2016-2017
325,18,18.0,2016-11-28,24,UTA,away,MIN,9,1,2068.0,5.0,10.0,0.5,0.0,0.0,0.0,6.0,8.0,0.75,8.0,9.0,17.0,1.0,0.0,3.0,2.0,4.0,16.0,17.7,12.0,28.0,2016-2017
326,19,19.0,2016-11-29,24,UTA,home,HOU,19,1,2000.0,5.0,7.0,0.714,0.0,0.0,0.0,6.0,8.0,0.75,4.0,10.0,14.0,0.0,0.0,3.0,2.0,2.0,16.0,17.4,9.0,27.0,2016-2017
327,20,20.0,2016-12-01,24,UTA,home,MIA,-1,1,2123.0,3.0,4.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,10.0,1.0,0.0,3.0,0.0,2.0,6.0,10.6,4.0,19.0,2016-2017
328,21,21.0,2016-12-03,24,UTA,home,DEN,7,1,2208.0,3.0,4.0,0.75,0.0,0.0,0.0,1.0,2.0,0.5,3.0,8.0,11.0,1.0,1.0,2.0,1.0,3.0,7.0,10.4,-1.0,19.0,2016-2017
329,22,22.0,2016-12-05,24,UTA,away,LAL,6,1,2332.0,4.0,7.0,0.571,0.0,0.0,0.0,6.0,11.0,0.545,8.0,9.0,17.0,1.0,1.0,5.0,1.0,4.0,14.0,19.6,10.0,29.0,2016-2017
330,23,23.0,2016-12-06,24,UTA,home,PHO,7,1,2296.0,6.0,8.0,0.75,0.0,0.0,0.0,10.0,11.0,0.909,3.0,7.0,10.0,0.0,0.0,4.0,3.0,2.0,22.0,21.6,20.0,30.0,2016-2017
331,24,24.0,2016-12-08,24,UTA,home,GSW,-7,1,2123.0,8.0,8.0,1.0,0.0,0.0,0.0,4.0,7.0,0.571,2.0,15.0,17.0,1.0,0.0,1.0,2.0,2.0,20.0,20.9,-10.0,34.0,2016-2017
332,25,25.0,2016-12-10,24,UTA,home,SAC,20,1,2137.0,5.0,6.0,0.833,0.0,0.0,0.0,7.0,8.0,0.875,4.0,11.0,15.0,0.0,0.0,6.0,2.0,4.0,17.0,21.1,9.0,34.0,2016-2017
333,26,26.0,2016-12-14,24,UTA,home,OKC,20,1,1774.0,5.0,5.0,1.0,0.0,0.0,0.0,2.0,2.0,1.0,1.0,11.0,12.0,0.0,2.0,3.0,1.0,5.0,12.0,15.6,11.0,28.0,2016-2017
334,27,27.0,2016-12-16,24,UTA,home,DAL,3,1,2070.0,4.0,7.0,0.571,0.0,0.0,0.0,8.0,10.0,0.8,3.0,7.0,10.0,1.0,1.0,1.0,2.0,3.0,16.0,15.3,8.0,22.0,2016-2017
335,28,28.0,2016-12-18,24,UTA,away,MEM,9,1,2304.0,9.0,9.0,1.0,0.0,0.0,0.0,3.0,7.0,0.429,2.0,10.0,12.0,0.0,1.0,3.0,3.0,5.0,21.0,19.2,16.0,30.0,2016-2017
336,29,29.0,2016-12-20,24,UTA,away,GSW,-30,1,1867.0,5.0,6.0,0.833,0.0,0.0,0.0,1.0,3.0,0.333,2.0,15.0,17.0,1.0,0.0,2.0,2.0,3.0,11.0,12.8,-23.0,26.0,2016-2017
337,30,30.0,2016-12-21,24,UTA,home,SAC,-1,1,2111.0,6.0,9.0,0.667,0.0,0.0,0.0,5.0,7.0,0.714,2.0,12.0,14.0,1.0,1.0,3.0,0.0,4.0,17.0,19.5,6.0,31.0,2016-2017
338,31,31.0,2016-12-23,24,UTA,home,TOR,-6,1,2117.0,5.0,7.0,0.714,0.0,0.0,0.0,3.0,3.0,1.0,3.0,11.0,14.0,1.0,1.0,0.0,1.0,1.0,13.0,15.8,-10.0,26.0,2016-2017
339,32,32.0,2016-12-27,24,UTA,away,LAL,2,1,2235.0,4.0,6.0,0.667,0.0,1.0,0.0,4.0,8.0,0.5,6.0,5.0,11.0,1.0,1.0,2.0,6.0,4.0,12.0,9.0,9.0,15.0,2016-2017
340,33,33.0,2016-12-29,24,UTA,home,PHI,17,1,2005.0,3.0,5.0,0.6,0.0,0.0,0.0,3.0,11.0,0.273,2.0,11.0,13.0,2.0,2.0,2.0,1.0,1.0,9.0,11.6,12.0,17.0,2016-2017
341,34,34.0,2016-12-31,24,UTA,home,PHO,5,1,2244.0,7.0,8.0,0.875,0.0,0.0,0.0,4.0,5.0,0.8,2.0,11.0,13.0,0.0,0.0,3.0,2.0,1.0,18.0,19.2,8.0,30.0,2016-2017
342,35,35.0,2017-01-02,24,UTA,away,BRK,12,1,2258.0,5.0,10.0,0.5,0.0,0.0,0.0,5.0,9.0,0.556,7.0,9.0,16.0,2.0,1.0,3.0,2.0,4.0,15.0,16.9,17.0,26.0,2016-2017
343,36,36.0,2017-01-03,24,UTA,away,BOS,-11,1,2059.0,3.0,8.0,0.375,0.0,0.0,0.0,2.0,2.0,1.0,5.0,8.0,13.0,0.0,0.0,1.0,1.0,1.0,8.0,8.8,-18.0,16.0,2016-2017
344,37,37.0,2017-01-05,24,UTA,away,TOR,-8,1,2148.0,3.0,10.0,0.3,0.0,0.0,0.0,9.0,10.0,0.9,7.0,9.0,16.0,0.0,0.0,3.0,2.0,3.0,15.0,15.3,-8.0,24.0,2016-2017
345,38,38.0,2017-01-07,24,UTA,away,MIN,2,1,1875.0,5.0,10.0,0.5,0.0,0.0,0.0,2.0,3.0,0.667,7.0,6.0,13.0,1.0,1.0,4.0,1.0,5.0,12.0,14.8,5.0,24.0,2016-2017
346,39,39.0,2017-01-08,24,UTA,away,MEM,-9,1,2176.0,1.0,3.0,0.333,0.0,0.0,0.0,3.0,6.0,0.5,7.0,5.0,12.0,2.0,3.0,1.0,3.0,3.0,5.0,9.4,3.0,15.0,2016-2017
347,40,40.0,2017-01-10,24,UTA,home,CLE,8,1,2186.0,5.0,7.0,0.714,0.0,0.0,0.0,1.0,1.0,1.0,4.0,10.0,14.0,1.0,3.0,1.0,5.0,3.0,11.0,12.1,6.0,23.0,2016-2017
348,41,41.0,2017-01-13,24,UTA,home,DET,33,1,1859.0,3.0,4.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,3.0,7.0,10.0,1.0,1.0,3.0,2.0,1.0,6.0,10.0,11.0,18.0,2016-2017
349,42,42.0,2017-01-14,24,UTA,home,ORL,7,1,2162.0,7.0,9.0,0.778,0.0,0.0,0.0,5.0,7.0,0.714,5.0,14.0,19.0,2.0,0.0,2.0,0.0,1.0,19.0,24.8,-6.0,38.0,2016-2017
350,43,43.0,2017-01-16,24,UTA,away,PHO,5,1,2187.0,8.0,12.0,0.667,0.0,0.0,0.0,2.0,5.0,0.4,6.0,11.0,17.0,1.0,1.0,4.0,2.0,1.0,18.0,21.2,8.0,32.0,2016-2017
351,44,44.0,2017-01-20,24,UTA,away,DAL,5,1,2489.0,8.0,12.0,0.667,0.0,0.0,0.0,11.0,17.0,0.647,10.0,15.0,25.0,1.0,1.0,2.0,2.0,3.0,27.0,30.8,5.0,44.0,2016-2017
352,45,45.0,2017-01-21,24,UTA,home,IND,9,1,2006.0,8.0,10.0,0.8,0.0,0.0,0.0,3.0,5.0,0.6,5.0,6.0,11.0,0.0,0.0,1.0,2.0,1.0,19.0,18.0,3.0,25.0,2016-2017
353,46,46.0,2017-01-23,24,UTA,home,OKC,-2,1,2161.0,5.0,9.0,0.556,0.0,0.0,0.0,2.0,7.0,0.286,3.0,7.0,10.0,1.0,0.0,4.0,1.0,3.0,12.0,11.2,-9.0,17.0,2016-2017
354,47,47.0,2017-01-24,24,UTA,away,DEN,-10,1,1487.0,4.0,8.0,0.5,0.0,0.0,0.0,3.0,5.0,0.6,3.0,6.0,9.0,1.0,0.0,1.0,4.0,4.0,11.0,5.9,-3.0,12.0,2016-2017
355,48,48.0,2017-01-26,24,UTA,home,LAL,8,1,2251.0,3.0,6.0,0.5,0.0,0.0,0.0,3.0,4.0,0.75,3.0,10.0,13.0,0.0,0.0,6.0,0.0,1.0,9.0,14.5,9.0,24.0,2016-2017
356,49,49.0,2017-01-28,24,UTA,home,MEM,-7,1,2294.0,3.0,5.0,0.6,0.0,0.0,0.0,9.0,9.0,1.0,3.0,7.0,10.0,2.0,1.0,1.0,1.0,4.0,15.0,17.4,3.0,26.0,2016-2017
357,50,50.0,2017-02-01,24,UTA,home,MIL,16,1,2047.0,9.0,13.0,0.692,0.0,0.0,0.0,8.0,10.0,0.8,5.0,9.0,14.0,1.0,1.0,1.0,2.0,6.0,26.0,23.9,22.0,35.0,2016-2017
358,51,51.0,2017-02-04,24,UTA,home,CHO,7,1,2267.0,2.0,5.0,0.4,0.0,0.0,0.0,4.0,8.0,0.5,6.0,9.0,15.0,2.0,2.0,3.0,1.0,3.0,8.0,13.9,0.0,22.0,2016-2017
359,52,52.0,2017-02-06,24,UTA,away,ATL,25,1,2025.0,5.0,5.0,1.0,0.0,0.0,0.0,4.0,7.0,0.571,1.0,5.0,6.0,3.0,1.0,3.0,2.0,3.0,14.0,15.5,16.0,22.0,2016-2017
360,53,53.0,2017-02-08,24,UTA,away,NOP,33,1,1794.0,4.0,10.0,0.4,0.0,0.0,0.0,2.0,2.0,1.0,7.0,9.0,16.0,3.0,0.0,2.0,1.0,3.0,10.0,13.5,29.0,24.0,2016-2017
361,54,54.0,2017-02-09,24,UTA,away,DAL,-7,1,2159.0,5.0,9.0,0.556,0.0,0.0,0.0,5.0,6.0,0.833,3.0,12.0,15.0,3.0,0.0,2.0,5.0,6.0,15.0,12.1,20.0,25.0,2016-2017
362,55,55.0,2017-02-11,24,UTA,home,BOS,-8,1,2025.0,5.0,10.0,0.5,0.0,0.0,0.0,4.0,5.0,0.8,4.0,9.0,13.0,0.0,1.0,2.0,2.0,5.0,14.0,12.5,4.0,22.0,2016-2017
363,56,56.0,2017-02-13,24,UTA,home,LAC,-16,1,1492.0,5.0,12.0,0.417,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,14.0,1.0,0.0,1.0,0.0,1.0,10.0,12.0,-19.0,19.0,2016-2017
364,57,57.0,2017-02-15,24,UTA,home,POR,23,1,1940.0,4.0,5.0,0.8,0.0,0.0,0.0,5.0,8.0,0.625,3.0,9.0,12.0,0.0,0.0,3.0,3.0,2.0,13.0,13.0,29.0,21.0,2016-2017
365,58,58.0,2017-02-24,24,UTA,away,MIL,14,1,1998.0,5.0,7.0,0.714,0.0,0.0,0.0,5.0,7.0,0.714,4.0,12.0,16.0,2.0,0.0,3.0,4.0,3.0,15.0,16.0,6.0,28.0,2016-2017
366,59,59.0,2017-02-26,24,UTA,away,WAS,10,1,2171.0,2.0,4.0,0.5,0.0,0.0,0.0,11.0,14.0,0.786,3.0,16.0,19.0,3.0,1.0,4.0,4.0,3.0,15.0,19.4,13.0,33.0,2016-2017
367,60,60.0,2017-02-28,24,UTA,away,OKC,-3,1,1918.0,6.0,9.0,0.667,0.0,0.0,0.0,1.0,1.0,1.0,1.0,9.0,10.0,0.0,0.0,3.0,1.0,3.0,13.0,12.4,-3.0,22.0,2016-2017
368,61,61.0,2017-03-01,24,UTA,home,MIN,-27,1,1271.0,4.0,7.0,0.571,0.0,0.0,0.0,1.0,2.0,0.5,4.0,4.0,8.0,0.0,0.0,2.0,3.0,3.0,9.0,6.5,-11.0,12.0,2016-2017
369,62,62.0,2017-03-03,24,UTA,home,BRK,15,1,1980.0,4.0,4.0,1.0,0.0,0.0,0.0,3.0,6.0,0.5,0.0,7.0,7.0,0.0,0.0,2.0,2.0,3.0,11.0,8.9,23.0,15.0,2016-2017
370,63,63.0,2017-03-05,24,UTA,away,SAC,1,1,2487.0,8.0,11.0,0.727,0.0,0.0,0.0,0.0,2.0,0.0,5.0,18.0,23.0,3.0,1.0,3.0,0.0,3.0,16.0,23.6,11.0,41.0,2016-2017
371,64,64.0,2017-03-06,24,UTA,home,NOP,5,1,2159.0,6.0,10.0,0.6,0.0,0.0,0.0,3.0,3.0,1.0,8.0,8.0,16.0,3.0,2.0,2.0,2.0,4.0,15.0,20.3,10.0,32.0,2016-2017
372,65,65.0,2017-03-08,24,UTA,away,HOU,7,1,2161.0,7.0,8.0,0.875,0.0,0.0,0.0,9.0,12.0,0.75,2.0,8.0,10.0,1.0,1.0,1.0,2.0,4.0,23.0,21.6,2.0,30.0,2016-2017
373,66,-1.0,2017-03-11,24,UTA,away,OKC,-8,Did Not Dress,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-1.0,-4.0,2016-2017
374,67,66.0,2017-03-13,24,UTA,home,LAC,6,1,2228.0,5.0,6.0,0.833,0.0,0.0,0.0,1.0,1.0,1.0,3.0,7.0,10.0,3.0,0.0,1.0,1.0,4.0,11.0,13.2,2.0,23.0,2016-2017
375,68,67.0,2017-03-15,24,UTA,away,DET,14,1,2153.0,5.0,6.0,0.833,0.0,0.0,0.0,2.0,5.0,0.4,3.0,6.0,9.0,5.0,0.0,4.0,4.0,2.0,12.0,14.0,25.0,22.0,2016-2017
376,69,68.0,2017-03-16,24,UTA,away,CLE,-8,1,2210.0,10.0,13.0,0.769,0.0,0.0,0.0,0.0,1.0,0.0,5.0,14.0,19.0,1.0,2.0,2.0,2.0,3.0,20.0,23.1,-2.0,38.0,2016-2017
377,70,69.0,2017-03-18,24,UTA,away,CHI,-9,1,2123.0,5.0,11.0,0.455,0.0,0.0,0.0,3.0,6.0,0.5,6.0,7.0,13.0,2.0,0.0,5.0,2.0,6.0,13.0,12.9,-7.0,22.0,2016-2017
378,71,70.0,2017-03-20,24,UTA,away,IND,-7,1,2230.0,7.0,12.0,0.583,0.0,0.0,0.0,2.0,6.0,0.333,5.0,9.0,14.0,3.0,0.0,8.0,1.0,3.0,16.0,20.5,-7.0,31.0,2016-2017
379,72,71.0,2017-03-22,24,UTA,home,NYK,7,1,2285.0,13.0,15.0,0.867,0.0,0.0,0.0,9.0,12.0,0.75,13.0,2.0,15.0,1.0,1.0,4.0,3.0,2.0,35.0,38.9,13.0,48.0,2016-2017
380,73,72.0,2017-03-25,24,UTA,away,LAC,-13,1,2163.0,10.0,13.0,0.769,0.0,0.0,0.0,6.0,10.0,0.6,7.0,7.0,14.0,1.0,0.0,2.0,4.0,2.0,26.0,23.6,-13.0,32.0,2016-2017
381,74,73.0,2017-03-27,24,UTA,home,NOP,8,1,2371.0,8.0,11.0,0.727,0.0,0.0,0.0,4.0,8.0,0.5,2.0,17.0,19.0,1.0,0.0,5.0,1.0,4.0,20.0,22.0,4.0,37.0,2016-2017
382,75,74.0,2017-03-29,24,UTA,away,SAC,30,1,2053.0,5.0,8.0,0.625,0.0,0.0,0.0,6.0,8.0,0.75,4.0,11.0,15.0,0.0,0.0,0.0,0.0,1.0,16.0,17.3,10.0,26.0,2016-2017
383,76,75.0,2017-03-31,24,UTA,home,WAS,7,1,2279.0,6.0,9.0,0.667,0.0,0.0,0.0,4.0,10.0,0.4,2.0,8.0,10.0,1.0,0.0,3.0,0.0,3.0,16.0,15.1,10.0,21.0,2016-2017
384,77,76.0,2017-04-02,24,UTA,away,SAS,-6,1,2432.0,9.0,15.0,0.6,0.0,0.0,0.0,1.0,2.0,0.5,7.0,7.0,14.0,5.0,0.0,6.0,1.0,0.0,19.0,25.4,4.0,36.0,2016-2017
385,78,77.0,2017-04-04,24,UTA,home,POR,19,1,2117.0,6.0,6.0,1.0,0.0,0.0,0.0,8.0,10.0,0.8,1.0,10.0,11.0,2.0,1.0,3.0,0.0,4.0,20.0,24.0,9.0,35.0,2016-2017
386,79,78.0,2017-04-07,24,UTA,home,MIN,7,1,1640.0,7.0,9.0,0.778,0.0,0.0,0.0,2.0,3.0,0.667,0.0,5.0,5.0,1.0,1.0,2.0,2.0,5.0,16.0,12.7,0.0,20.0,2016-2017
387,80,79.0,2017-04-08,24,UTA,away,POR,-15,1,1846.0,5.0,6.0,0.833,0.0,0.0,0.0,3.0,3.0,1.0,2.0,9.0,11.0,1.0,0.0,4.0,1.0,3.0,13.0,16.2,-1.0,27.0,2016-2017
388,81,80.0,2017-04-10,24,UTA,away,GSW,6,1,1995.0,7.0,12.0,0.583,0.0,0.0,0.0,3.0,5.0,0.6,6.0,12.0,18.0,0.0,0.0,2.0,1.0,4.0,17.0,17.2,2.0,29.0,2016-2017
389,82,81.0,2017-04-12,24,UTA,home,SAS,4,1,1738.0,5.0,9.0,0.556,0.0,0.0,0.0,3.0,5.0,0.6,1.0,8.0,9.0,0.0,0.0,1.0,3.0,2.0,13.0,7.9,1.0,14.0,2016-2017
390,1,1.0,2023-10-25,31,MIN,away,TOR,-3,1,1920.0,6.0,12.0,0.5,0.0,0.0,0.0,3.0,5.0,0.6,5.0,8.0,13.0,1.0,2.0,4.0,2.0,3.0,15.0,16.4,-11.0,25.0,2023-2024
391,2,2.0,2023-10-28,31,MIN,home,MIA,16,1,1848.0,7.0,9.0,0.778,0.0,0.0,0.0,0.0,0.0,0.0,4.0,10.0,14.0,1.0,1.0,0.0,2.0,1.0,14.0,15.6,14.0,26.0,2023-2024
